"AIFM1","AANAT","AMOT","AMMECR1","ARAF","AMMECR1","ALG13","CXorf58","ARAF","","PRPS2","","","","BRS3","OCRL","LOC105373184","amplicon-chrX-FAM47A/B/C","CXORF51B","KDM5D","ARAF","COX7B","MAGED4B","CDK16","RBBP7","PUDP","RAB39B","","","HUWE1","LINC01278","FAM120C","CNKSR2","EIF1AX","CCNB3","CFAP47","CLCN5","CD99L2","ARHGEF9","ATP7A","amplicon-chrX-MAGEA12/A2/A2B/A3/A6","AKAP17BP","amplicon-chrX-FAM47A/B/C","amplicon-chrX-MAGEB6","AIFM1","amplicon-chrX-MAGEB6","amplicon-chrX-MAGEA12/A2/A2B/A3/A6","PHF8","LOC105373184","ARAF","COX7B","","","HTR2C","HTR2C","","","","","","","","","",""
"AKAP14","AAR2","ANOS1","AMOT","ARHGAP4","AMOT","AMMECR1","DDX3X","ARHGAP4","","TMSB15B","","","","CBLL2","PHF8","LOC105373313","amplicon-chrX-MAGEA12/A2/A2B/A3/A6","DDX53","KDM6A","ARHGAP4","CXorf38","PABPC5","CDR1","STS","RBBP7","RP6-24A23.6","","","IGSF1","LINC01278","FLNA","DIAPH2","F8","CFAP47","CLCN5","COL4A6","CDKL5","ARSL","ATRX","amplicon-chrX-MAGEB6","ALAS2","amplicon-chrX-MAGEA12/A2/A2B/A3/A6","amplicon-chrX-NXF2/2B/5","AKAP14","amplicon-chrX-NXF2/2B/5","amplicon-chrX-MAGEB6","PPEF1","LOC105373313","ARHGAP4","CXorf38","","","HUWE1","HUWE1","X","","","","","","","","",""
"AKAP17BP","AARD","AP1S2","ANOS1","ARHGAP6","ANOS1","AMOT","DIAPH2","ARHGAP6","","RAB9B","","","","CCDC160","PRICKLE3","OCRL","amplicon-chrX-MAGEB6","DMRTC1","MBTPS2X","ARHGAP6","CXorf65","RNF128","CHM","TBC1D8B","SASH3","TMLHE","","","LINC01278","LOC101928359","FRMPD3","DMD","HTR2C","CHIC1","CMC4","CPXCR1","CHM","ARX","AVPR2","amplicon-chrX-NXF2/2B/5","AMELX","amplicon-chrX-MAGEB6","amplicon-chrX-RAB40A/L","AKAP17BP","amplicon-chrX-RAB40A/L","amplicon-chrX-NXF2/2B/5","PRDX4","OCRL","ARHGAP6","CXorf65","","","","IGBP1","","","","","","","","","",""
"AKAP4","AARS","APEX2","AP1S2","ARHGEF6","AP1S2","ANOS1","DYNLT3","ARHGEF6","","ubiquitin-conjugating enzyme E2 E3-like","","","","CCNB3","RBM41","PABIR3","amplicon-chrX-NXF2/2B/5","EOLA1","MSL3X","ARHGEF6","DDX3X","RPL36A-HNRNPH2","CMC4","XG","SMC1A","TNMD","","","LINC01278","LOC105377212","HCCS-DT","EGFL6","IL13RA2","CHRDL1","CNKSR2","DIAPH2","CLCN4","ATP6AP1","BCAP31","amplicon-chrX-RAB40A/L","AMER1","amplicon-chrX-NXF2/2B/5","amplicon-chrX-SPANXA1/A2/N1/N2/N3/N4/N5/B1/C/D","AKAP4","amplicon-chrX-SPANXA1/A2/N1/N2/N3/N4/N5/B1/C/D","amplicon-chrX-RAB40A/L","PRICKLE3","PABIR3","ARHGEF6","EFNB1","","","IQSEC2","IQSEC2","X","","","","","","","","",""
"ALAS2","AARS2","APOO","APEX2","ARMCX5","APEX2","AP1S2","EFHC2","ARMCX5","  ","GLRA2","","","","CFP","RTL4","PDK3","amplicon-chrX-RAB40A/L","F8A","MXRA5X","ARMCX1","DHRSX","RTL8B","COX7B","ZNF41","STK26","VBP1","","","LOC105377212","LOC112268307","IL1RAPL2","ENOX2","LAS1L","CLCN5","COX7B","DMD","CNKSR2","ATP6AP2","BCOR","amplicon-chrX-SPANXA1/A2/N1/N2/N3/N4/N5/B1/C/D","AMOT","amplicon-chrX-RAB40A/L","amplicon-chrX-TCP11X1/2","ALAS2","amplicon-chrX-TCP11X1/2","amplicon-chrX-SPANXA1/A2/N1/N2/N3/N4/N5/B1/C/D","RPGR","PDK3","ARMCX5","EIF2S3","","","mc_ampl_SPANXN5","","","","","","","","","","",""
"ALG13","AARSD1","APOOL","APOO","ASMTL","APLN","APOO","EIF1AX","ASMTL","","ASB9","","","","CLDN34","SCML1","PHF8","amplicon-chrX-SPANXA1/A2/N1/N2/N3/N4/N5/B1/C/D","FAM156A","NLGN4X","ARMCX2","EFNB1","SLC6A8","CXorf38","","SYAP1","ZCCHC12","","","LOC124905191","LOC124905191","KLHL13","FAM120C","LRCH2","CMC4","CYBB","DRP2","DDX3X","ATP7A","BCORL1","amplicon-chrX-TCP11X1/2","ANOS1","amplicon-chrX-SPANXA1/A2/N1/N2/N3/N4/N5/B1/C/D","ATP11C","ALG13","ATP11C","amplicon-chrX-TCP11X1/2","SRPX2","PHF8","ASMTL","FGF13","","","","LL0XNC01-250H12.3","","","","","","","","","",""
"AMELX","AASDH","ARAF","APOOL","ATP11C","APOO","APOOL","EMD","ATP11C","","CA5B","","","","CPXCR1","SRPX2","PPEF1","amplicon-chrX-TCP11X1/2","FAM156B","P2RY8X","ARMCX3","EIF1AX","SOWAHD","CXorf65","","TBL1X","ZDHHC15","","","MAGT1","MAGT1","LINC00850","FLNA","PGK1","CNKSR2","DCX","EDA","DDX53","ATRX","BRWD3","ATP11C","AP1S2","amplicon-chrX-TCP11X1/2","BEX2","AMER1","ATRX","ATP11C","SYP","PPEF1","ATP11C","FHL1","","","","LOC105373184","","","","","","","","","",""
"AMER1","AASDHPPT","ARHGAP4","ARAF","ATP2B3","APOOL","AR","FRMPD4","ATP2B3","","GRPR","","","","CSAG1","SYP","PRDX4","ATP11C","FAM236","PCDH11X","ARMCX4","EIF2S3","SPIN2B","DDX3X","","TMSB4X","ZIC3","","","MAMLD1","MAMLD1","LINC01201","FRMPD3","PHF8","COX7B","DKC1","FAM122B","DMD","AVPR2","CASK","ATRX","APEX2","ATP11C","BRWD3","AMMECR1","BCLAF3","BEX2","UPF3B","PRDX4","ATP2B3","FOXO4","","","","LOC105373313","","","","","","","","","",""
"AMMECR1","AASS","ARHGAP6","ARHGAP4","ATP6AP1","AR","ARAF","FTSJ1","ATP6AP1","","MAGE","","","","CT45A5","SYTL5","PRICKLE3","ATRX","FAM47A","PRKX","ARMCX5","FGF13","SPIN4","DHRSX","","UBA1","ZXDB","","","NYX","MIR325HG","LINC01285","FRMPD4","RBMX","CYBB","DYNLT3","FAM133A","FAM47A","BCAP31","CDKL5","BCLAF3","APLN","ATRX","Cause best to see a chicken chicken whatever Atlanta was this year thank you. You refuse the future too pretty pretty smart.","AMOT","BEX2","BRWD3","","PRICKLE3","ATP6AP1","FUNDC1","","","OCRL","OCRL","","","","","","","","","",""
"AMOT","AATF","ARHGEF6","ARHGAP6","ATP6AP2","ARAF","ARHGAP4","GK","ATP6AP2","","PHKA2","","","","CT47A11","UPF3B","RPGR","BCLAF3","FAM47B","PRPS2X","ARMCX6","FHL1","USP27X","EFNB1","","VAMP7","","","","PAK3","NYX","LOC101928437","G6PD","ZCCHC13","DCX","ENOX2","FAM47B","FGF13","BCOR","CLCN4","BEX2","APOO","BCLAF3","CBLL2","ANOS1","BRWD3","Cause best to see a chicken chicken whatever Atlanta was this year thank you. You refuse the future too pretty pretty smart.","","RPGR","ATP6AP2","GEMIN8","","","","PABIR3","","","","","","","","","",""
"ANOS1","AATK","ARHGEF9","ARHGEF6","ATP7A","ARHGAP36","ARHGAP6","GLA","ATP7A","","RPS6KA6","","","","CT47B1","VSIG1","SRPX2","BEX2","FAM9A","RBMX","ATG4A","FOXO4","WASH6P","EIF1AX","","ZFX","","","","PRKX","PASD1","LOC101928627","GNL3L","P2RY10","DKC1","ENOX2-AS1","FANCB","FMR1","BCORL1","CLIC2","BRWD3","APOOL","BEX2","CDKL5","AP1S2","Cause best to see a chicken chicken whatever Atlanta was this year thank you. You refuse the future too pretty pretty smart.","CBLL2","","SRPX2","ATP7A","GPR173","","","","PDK3","","","","","","","","","",""
"AP1S2","ABAT","ARMCX1","ARHGEF9","BCAP31","ARHGAP4","ARHGEF6","GLOD5","BCAP31","","PRDX4","","","","CT55","","SYP","BRWD3","FAM9B","RPL10X","ATP11C","FUNDC1","","EIF2S3","","","","","","PTCHD1","PHKA1","LOC101928808","HCCS-DT","RTL3","DYNLT3","EZHIP","FGF13","FRMPD4","BGN","CNKSR2","Cause best to see a chicken chicken whatever Atlanta was this year thank you. You refuse the future too pretty pretty smart.","AR","BRWD3","CLDN34","APEX2","CBLL2","CDKL5","","SYP","BCAP31","GPR174","","","PHF8","PHF8","","","","","","","","","",""
"APEX2","ABCA1","ARMCX2","ARMCX1","BGN","ARHGAP6","ARHGEF9","GPM6B","BGN","","SATL1","","","","CT83","","UPF3B","CBLL2","GAGE","RPL36AX","ATP6AP1","GEMIN8","","F8A1","","","","","","PTCHD1-AS","PRKX","LOC105373344","HUWE1","","EIF1AX","F8","FRMPD3","GABRA3","BRWD3","CUL4B","CBLL2","ARAF","Cause best to see a chicken chicken whatever Atlanta was this year thank you. You refuse the future too pretty pretty smart.","COL4A6","APLN","CDKL5","CLDN34","","UPF3B","BGN","GTPBP6","","","","PPEF1","","","","","","","","","",""
"APLN","ABCA10","ARMCX3","ARMCX2","BRCC3","ARHGEF6","ARL13A","GRIPAP1","BRCC3","","ZFX","","","","CTAG1A","","","CDKL5","H2AB","RPS4X","ATP6AP2","GPR173","","F8A3","","","","","","RAB33A","PTCHD1","LOC105377209","IGSF1","","EIF1AX-AS1","F8A1","FRMPD4","GLRA2","BTK","CXorf56","CFAP47","ARHGAP4","CBLL2","CSTF2","APOO","CFAP47","COL4A6","","","BRCC3","GYG2","","","","PRDX4","","","","","","","","","",""
"APOO","ABCA12","ARMCX4","ARMCX3","C1GALT1C1","ARHGEF9","ARMCX4","GSPT2","C1GALT1C1","","SUPT20HL2","","","","CTAG1B","","","CFAP47","H2BW","SOX3","ATP7A","GPR174","","FAM156B","","","","","","RAP2C-AS1","RAB33A","LOC107985713","IL1RAPL1","","ENOX2","FAM120C","GNL3L","GPC4","CASK","DCX","CHIC1","ARHGAP6","CDKL5","CXorf58","APOOL","CHIC1","CSTF2","","","C1GALT1C1","HCFC1","","","PRICKLE3","PRICKLE3","X","","","","","","","","",""
"APOOL","ABCA2","ARMCX5","ARMCX4","CDK16","ARMCX1","ARMCX5-GPRASP2","GUCY2F","CDK16","","40S ribosomal protein S26-like","","","","CTAG2","","","CHIC1","HMGB","SPANXNX","ATRX","GTPBP6","","FGF13","","","","","","RTL4","RAP2C-AS1","LOC124905257","IL1RAPL2","","ENOX2-AS1","FGF16","GPC3","GRIA3","CCDC22","DDX3X","CLDN34","ARHGEF6","CFAP47","CXorf66","AR","CLDN34","CXorf58","","","CDK16","HEPH","","","","RPGR","","","","","","","","","",""
"AR","ABCA3","ARMCX6","ARMCX5","CETN2","ARMCX2","ARSD","HDAC6","CETN2","","DCAF8L2","","","","CXorf58","","","CLDN34","HSFX1","SRY","BCAP31","GYG2","","FHL1","","","","","","TENM1","TMEM164","MAGEA3-DT","KLHL13","","EZHIP","FRMD7","GPR174","HCFC1","CDKL5","DKC1","COL4A6","ARHGEF9","CHIC1","CYLC1","ARAF","COL4A6","CXorf66","","","CETN2","HMGN5","","","RBM41","","","","","","","","","","",""
"ARAF","ABCA4","ARR3","ARMCX6","CFAP47","ARMCX3","ASB9","HDX","CFAP47","","IL1RAPL2","","","","CXorf65","","","COL4A6","HSFX2","TAB3X","BCLAF3","HCFC1","","FOXO4","","","","","","TMEM164","TMLHE","MAP3K15","LINC00850","","F8","FRMD8P1","GRIA3","HDAC8","CLCN4","DLG3","CSTF2","ARHGEF9-IT1","CLDN34","DDX3X","ARHGAP36","CSTF2","CYLC1","","","CFAP47","HUWE1","","","RTL4","","","","","","","","","","",""
"ARHGAP36","ABCA5","ARSD","ARR3","CHRDL1","ARMCX4","ATG4A","HMGB3","CHRDL1","","GK","","","","CXorf66","","","CSTF2","HSFX3","TBL1X","BCOR","HEPH","","FUNDC1","","","","","","ZMYM3","ZMYM3","MID1","LINC01201","","F8A1","FTX","GRIA3","HNRNPH2","CNKSR2","DMD","CXorf58","ARL13A","COL4A6","DIAPH2","ARHGAP4","CXorf58","DDX3X","","","CHRDL1","IKBKG","","","SCML1","","","","","","","","","","",""
"ARHGAP4","ABCA6","ASB11","ARSD","CLCN4","ARMCX5","ATP11C","HNRNPH2","CLCN4","","FTHL17","","","","CYLC1","","","CXorf58","HSFX4","TGIF2LX","BCORL1","HMGN5","","GEMIN8","","","","","","ZNF185","ZNF185","MID2","LINC01278","","FAM120C","FUNDC2","LHFPL1","HUWE1","COX7B","EBP","CXorf66","ARMCX1","CSTF2","DUSP21","ARHGAP6","CXorf66","DIAPH2","","","CLCN4","IL3RA","","","SRPX2","SRPX2","X","","","","","","","","",""
"ARHGAP6","ABCA7","ATG4A","ASB11","CLCN5","ARMCX5-GPRASP2","ATP6AP1","HUWE1","CLCN5","","DMD","","","","DCAF8L2","","","CXorf66","IKBKG","THOC2X","BEX2","HUWE1","","GPR173","","","","","","","","NHS","LINC01278","","FGF16","GAB3","MAOB","IL1RAPL1","CUL4B","EIF2S3","CYLC1","ARMCX2","CXorf58","EDA","ARHGEF6","CYLC1","DUSP21","","","CLCN5","IQSEC2","","","SYP","SYP","X","","","","","","","","",""
"ARHGEF6","ABCA8","ATP11C","ASMTL","CTPS2","ARMCX6","ATP6AP2","IDH3G","CTPS2","","FAM47C","","","","DGKK","","","CYLC1","LAGE3","TMSB4X","BEX3","IKBKG","","GPR174","","","","","","","","NHSL2","LINC01285","","FRMD7","GPC3","MBNL3","IL1RAPL2","DCX","FAM50A","DDX3X","ARMCX3","CXorf66","EFHC2","ARHGEF9","DIAPH2","EDA","","","CTPS2","JPX","","","SYTL5","","","","","","","","","","",""
"ARHGEF9","ABCA9","ATP2B3","ATG4A","CUL4B","ARSD","ATP7A","IGBP1","CUL4B","","H2A","","","","EFHC2","","","DDX3X","MAGEA","TSPX","BEX4","IL3RA","","GPRASP1","","","","","","","","PAGE1","LOC101928359","","FRMD8P1","H2AB1","MED14","IQSEC2","DDX3X","FANCB","DUSP21","ARMCX4","CYLC1","EMD","ARHGEF9-IT1","DUSP21","EFHC2","","","CUL4B","LRCH2","","","UPF3B","UPF3B","","","","","","","","","",""
"ARHGEF9-IT1","ABCB10","ATP6AP1","ATP11C","CXorf58","ARSF","ATRX","KDM6A","CXorf58","","TFDP3","","","","ENSG00000284800","","","DIAPH2","MAGEB","TXLNGX","BGN","IQSEC2","","GTPBP6","","","","","","","","PAK3","LOC101928437","","FTX","HTR2C","MOSPD2","KDM5C","DKC1","FGD1","DYNLT3","ARMCX5","DDX3X","FAM104B","ARL13A","DYNLT3","EMD","","","CXorf58","MAGEE1","","","VSIG1","","","","","","","","","","",""
"ARL13A","ABCB4","ATP6AP2","ATP2B3","CYBB","ARSL","ATXN3L","LAS1L","CYBB","","endogenous retrovirus group K member 6 Env polyprotein-like","","","","ERCC6L","","","DUSP21","MAGED","UBA1X","BHLHB9","JPX","","GYG2","","","","","","","","PHKA2","LOC101928627","","FUNDC2","IL13RA2","MTMR8","KDM6A","DLG3","FLNA","EDA","ARMCX5-GPRASP2","DIAPH2","FHL1","ARMCX1","EDA","FAM104B","","","CYBB","MAMLD1","","","","","","","","","","","","","",""
"ARMCX1","ABCB7","ATP7A","ATP6AP1","DCX","ARX","BCAP31","LRCH2","DCX","","CYBB","","","","ESX1","","","DYNLT3","NXF","USP9X","BRCC3","KDM5C","","HCFC1","","","","","","","","PLAC1","LOC101928808","","GAB3","JPX","NAP1L3","LAS1L","DMD","FMR1","EFHC2","ARMCX6","DUSP21","FRMPD4","ARMCX2","EFHC2","FRMPD4","","","DCX","MAP7D2","","","","","","","","","","","","","",""
"ARMCX2","ABCB8","ATRX","ATP6AP2","DDX3X","ASMTL","BCLAF3","MAP7D3","DDX3X","","TSPAN6","","","","EZHIP","","","EDA","OPN1","UTY","BRWD3","KDM6A","","HEPH","","","","","","","","PRRG1","LOC105373344","","GNG5P2","LANCL3","NEXMIF","MAOA","EBP","FRMPD4","EMD","ARR3","DYNLT3","FTSJ1","ARMCX3","EMD","FTSJ1","","","DMD","MED14","","","","","","","","","","","","","",""
"ARMCX3","ABCB9","BCAP31","ATP7A","DIAPH2","ATG4A","BCOR","MORC4","DIAPH2","","CASK","","","","F8","","","EFHC2","PABPC","VCX","BTK","LRCH2","","HMGN5","","","","","","","","PTCHD1-AS","LOC105377209","","GPC3","LAS1L","NOX1","MAOB","EFNB1","FTSJ1","FAM104B","ARSD","EDA","GATA1","ARMCX4","FAM104B","GATA1","","","EFHC2","MSL3","","","","","","","","","","","","","",""
"ARMCX4","ABCC1","BCOR","ATRX","DMD","ATP11C","BCORL1","MORF4L2","DMD","","MAOA","","","","FAM104B","","","EIF1AX","PAGE","XKRX","C1GALT1C1","MAGEE1","","HUWE1","","","","","","","","RBMX2","LOC105377212","","GPC3-AS1","LINC01201","OTUD6A","MECP2","EIF2S3","GATA1","FRMPD4","ARSD-AS1","EFHC2","GK","ARMCX5","FRMPD4","GK","","","EIF2S3","MXRA5","","","","","","","","","","","","","",""
"ARMCX5","ABCC10","BCORL1","BCAP31","EFHC2","ATP2B3","BEND2","MSL3","EFHC2","","FUNDC1","","","","FAM47B","","","EMD","PNMA","ZBED1X","CASK","MAMLD1","","IKBKG","","","","","","","","RTL4","LOC107985713","","GPC4","LINC01284","PABPC5","MSL3","EMD","GDI1","FTSJ1","ARSF","EIF1AX","GLA","ARMCX5-GPRASP2","FTSJ1","GLA","","","EMD","NAA10","","","","","","","","","","","","","",""
